[Main]
Experiment = "VvsI"
Header length = 59    
Date = "20181208 10:39:13"
Comments = "SD: 3I+ to 1V+; Voltage1: 2I- to 2I+"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = TRUE
Finish temperature (K) = 3.000000E+2
Delay after setting finish temperature (s) = 0.000000E+0
Finish temperature stabiliation (K) = 2.000000E-1
Finish temperature ramp rate (K/min) = 1.000000E+1
Wait for finish temperature to stabilize = TRUE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "09"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 2.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	Temperature (K)
1.789691354E+3	-200.000000000E-9	-489.730422367E-6	-2.899853000E-3	99.232764138E-9	4.280912447E-6	2.448652112E+3	14.499265000E+3	496.163820691E-3	21.404562235E+0	408.619579964E-6	69.140418659E-6	10.000000000E+0
1.795202277E+3	-210.000000000E-9	-514.343654733E-6	-3.045089300E-3	111.250634577E-9	3.454902675E-6	2.449255499E+3	14.500425238E+3	529.764926557E-3	16.451917500E+0	406.285523617E-6	68.853310088E-6	10.000800000E+0
1.800685091E+3	-220.000000000E-9	-538.857620633E-6	-3.189420567E-3	92.891694662E-9	4.658668425E-6	2.449352821E+3	14.497366212E+3	422.234975735E-3	21.175765569E+0	407.930729805E-6	69.285056738E-6	9.999500000E+0
1.806149067E+3	-230.000000000E-9	-563.295132667E-6	-3.335668333E-3	102.285293724E-9	5.186663962E-6	2.449109272E+3	14.502905797E+3	444.718668364E-3	22.550712879E+0	409.206959627E-6	68.377112539E-6	9.999400000E+0
1.811605895E+3	-240.000000000E-9	-587.732142800E-6	-3.480339500E-3	89.841845528E-9	4.924258171E-6	2.448883928E+3	14.501414583E+3	374.341023032E-3	20.517742379E+0	409.215364132E-6	69.122273846E-6	10.000200000E+0
1.817081157E+3	-250.000000000E-9	-612.423358267E-6	-3.625054633E-3	108.802474456E-9	4.918999411E-6	2.449693433E+3	14.500218533E+3	435.209897825E-3	19.675997644E+0	405.002338322E-6	69.101273444E-6	9.999800000E+0
1.822597894E+3	-260.000000000E-9	-636.859180167E-6	-3.770738067E-3	78.525964087E-9	3.282266930E-6	2.449458385E+3	14.502838718E+3	302.022938798E-3	12.624103578E+0	409.235262924E-6	68.641984687E-6	9.999500000E+0
1.828084426E+3	-270.000000000E-9	-661.299861167E-6	-3.915209367E-3	102.448081227E-9	3.705496835E-6	2.449258745E+3	14.500775432E+3	379.437337878E-3	13.724062351E+0	409.153902054E-6	69.217900026E-6	10.000700000E+0
1.833558379E+3	-280.000000000E-9	-685.897423867E-6	-4.061486267E-3	127.563268091E-9	5.063497190E-6	2.449633657E+3	14.505308095E+3	455.583100326E-3	18.083918534E+0	406.544344331E-6	68.363494168E-6	10.000900000E+0
1.839065738E+3	-290.000000000E-9	-710.507752000E-6	-4.207773400E-3	115.871336627E-9	3.335129772E-6	2.450026731E+3	14.509563448E+3	399.556333195E-3	11.500447488E+0	406.333468852E-6	68.358711885E-6	9.999400000E+0
1.844528733E+3	-300.000000000E-9	-735.066357333E-6	-4.354175867E-3	99.137602717E-9	3.835146814E-6	2.450221191E+3	14.513919556E+3	330.458675723E-3	12.783822713E+0	407.189246469E-6	68.304860073E-6	9.999900000E+0
1.849994870E+3	-310.000000000E-9	-759.579711033E-6	-4.496486200E-3	144.068094161E-9	4.567203660E-6	2.450257132E+3	14.504794194E+3	464.735787617E-3	14.732915031E+0	407.940917525E-6	70.268966180E-6	9.999900000E+0
1.855456608E+3	-320.000000000E-9	-784.058314067E-6	-4.640513300E-3	125.264705521E-9	3.282298166E-6	2.450182231E+3	14.501604063E+3	391.452204755E-3	10.257181769E+0	408.520044481E-6	69.431377845E-6	10.000400000E+0
1.860980972E+3	-330.000000000E-9	-808.529289167E-6	-4.787758100E-3	120.320872991E-9	4.784245455E-6	2.450088755E+3	14.508357879E+3	364.608706033E-3	14.497713501E+0	408.647385694E-6	67.914113096E-6	10.000800000E+0
1.866470854E+3	-340.000000000E-9	-833.275874667E-6	-4.935060633E-3	96.408303988E-9	3.565838185E-6	2.450811396E+3	14.514884216E+3	283.553835258E-3	10.487759369E+0	404.096152982E-6	67.887495033E-6	9.999500000E+0
1.871950729E+3	-350.000000000E-9	-857.496242167E-6	-5.078402367E-3	114.436667218E-9	4.935091918E-6	2.449989263E+3	14.509721048E+3	326.961906339E-3	14.100262623E+0	412.875651040E-6	69.763353403E-6	10.000100000E+0
1.877460087E+3	-360.000000000E-9	-882.078317833E-6	-5.225979200E-3	106.986453366E-9	3.240362553E-6	2.450217550E+3	14.516608889E+3	297.184592685E-3	9.001007092E+0	406.800472653E-6	67.761313034E-6	9.999700000E+0
1.882942673E+3	-370.000000000E-9	-906.519033167E-6	-5.369528267E-3	103.349063853E-9	4.310795278E-6	2.450051441E+3	14.512238559E+3	279.321794197E-3	11.650798048E+0	409.153327291E-6	69.662591560E-6	10.000300000E+0
1.888395501E+3	-380.000000000E-9	-930.967189267E-6	-5.518242100E-3	166.122802175E-9	3.365795918E-6	2.449913656E+3	14.521689737E+3	437.165268882E-3	8.857357679E+0	409.028801972E-6	67.243240093E-6	10.000900000E+0
1.893867565E+3	-390.000000000E-9	-955.750882767E-6	-5.663618167E-3	131.225357588E-9	3.810832474E-6	2.450643289E+3	14.522097863E+3	336.475275866E-3	9.771365318E+0	403.491109991E-6	68.787113514E-6	10.000400000E+0
1.899342626E+3	-400.000000000E-9	-980.132335600E-6	-5.810248267E-3	108.836427773E-9	3.788760637E-6	2.450330839E+3	14.525620667E+3	272.091069433E-3	9.471901594E+0	410.147831155E-6	68.198821388E-6	10.000100000E+0
1.904850111E+3	-410.000000000E-9	-1.004717269E-3	-5.950621133E-3	184.235411395E-9	5.572302290E-6	2.450529924E+3	14.513710081E+3	449.354661939E-3	13.590981195E+0	406.753192001E-6	71.238838655E-6	10.000200000E+0
1.910337731E+3	-420.000000000E-9	-1.029324461E-3	-6.097520367E-3	157.516065868E-9	4.093297216E-6	2.450772525E+3	14.517905635E+3	375.038252066E-3	9.745945753E+0	406.385255173E-6	68.073874676E-6	10.000100000E+0
1.915811426E+3	-430.000000000E-9	-1.053704809E-3	-6.245152000E-3	202.223956999E-9	3.915923848E-6	2.450476299E+3	14.523609302E+3	470.288272091E-3	9.106799647E+0	410.166417641E-6	67.736160430E-6	9.999400000E+0
1.921270425E+3	-440.000000000E-9	-1.078392743E-3	-6.389550833E-3	171.287047890E-9	3.531139155E-6	2.450892598E+3	14.521706439E+3	389.288745203E-3	8.025316261E+0	405.056159416E-6	69.252637083E-6	10.000800000E+0
1.926790008E+3	-450.000000000E-9	-1.102706301E-3	-6.533817267E-3	163.127690534E-9	4.992499781E-6	2.450458447E+3	14.519593926E+3	362.505978964E-3	11.094443958E+0	411.293155860E-6	69.316193441E-6	10.000700000E+0
1.932242204E+3	-460.000000000E-9	-1.127406966E-3	-6.680267933E-3	185.050004027E-9	4.172502887E-6	2.450884709E+3	14.522321594E+3	402.282617450E-3	9.070658450E+0	404.847405321E-6	68.282379504E-6	10.000500000E+0
1.937691203E+3	-470.000000000E-9	-1.151773673E-3	-6.824474500E-3	124.572505333E-9	3.848826393E-6	2.450582284E+3	14.520158511E+3	265.047883688E-3	8.188992326E+0	410.396031897E-6	69.344969727E-6	10.000800000E+0
1.943166126E+3	-480.000000000E-9	-1.176175603E-3	-6.971787300E-3	216.913437531E-9	4.056183115E-6	2.450365840E+3	14.524556875E+3	451.902994857E-3	8.450381489E+0	409.803650777E-6	67.882763752E-6	9.999500000E+0
1.948681221E+3	-490.000000000E-9	-1.201051161E-3	-7.118040900E-3	204.200943997E-9	4.004778916E-6	2.451124819E+3	14.526614082E+3	416.736620402E-3	8.173018195E+0	402.001032499E-6	68.374385314E-6	9.999800000E+0
1.954141270E+3	-500.000000000E-9	-1.225714505E-3	-7.260431700E-3	201.824728736E-9	3.134270824E-6	2.451429010E+3	14.520863400E+3	403.649457472E-3	6.268541647E+0	405.460027446E-6	70.229256385E-6	10.000300000E+0
1.959597280E+3	-510.000000000E-9	-1.250174032E-3	-7.408038167E-3	142.840323110E-9	5.025128717E-6	2.451321631E+3	14.525565033E+3	280.079064922E-3	9.853193564E+0	408.838650069E-6	67.747709337E-6	10.000500000E+0
1.965068344E+3	-520.000000000E-9	-1.274419938E-3	-7.549313267E-3	168.941132665E-9	3.733586959E-6	2.450807573E+3	14.517910128E+3	324.886793587E-3	7.179974921E+0	412.440764226E-6	70.783881944E-6	10.000700000E+0
1.970546398E+3	-530.000000000E-9	-1.298482008E-3	-7.693898633E-3	165.305198973E-9	4.157796370E-6	2.449966053E+3	14.516789874E+3	311.896601836E-3	7.844898811E+0	415.591836507E-6	69.163292459E-6	9.999900000E+0
1.976002744E+3	-540.000000000E-9	-1.323248533E-3	-7.839957200E-3	133.101295414E-9	3.935570417E-6	2.450460246E+3	14.518439259E+3	246.483880397E-3	7.288093366E+0	403.770826516E-6	68.465686253E-6	10.000400000E+0
1.981467746E+3	-550.000000000E-9	-1.347544463E-3	-7.984148500E-3	225.123785786E-9	4.682037743E-6	2.450080842E+3	14.516633636E+3	409.315974156E-3	8.512795897E+0	411.591559805E-6	69.352311825E-6	10.000800000E+0
1.986925961E+3	-560.000000000E-9	-1.372565031E-3	-8.128763967E-3	157.092522242E-9	4.818369129E-6	2.451008983E+3	14.515649940E+3	280.522361147E-3	8.604230588E+0	399.671193174E-6	69.148896937E-6	10.000100000E+0
1.992404808E+3	-570.000000000E-9	-1.397074309E-3	-8.270923667E-3	188.881701162E-9	3.634589844E-6	2.451007560E+3	14.510392398E+3	331.371405548E-3	6.376473410E+0	408.008743791E-6	70.343423628E-6	10.000100000E+0
1.997861506E+3	-580.000000000E-9	-1.421622775E-3	-8.416757533E-3	140.941228073E-9	3.699033711E-6	2.451073750E+3	14.511650920E+3	243.002117367E-3	6.377644329E+0	407.357434708E-6	68.571177797E-6	9.999800000E+0
2.003355379E+3	-590.000000000E-9	-1.445909681E-3	-8.562013900E-3	176.356105508E-9	4.044917734E-6	2.450694375E+3	14.511887966E+3	298.908653403E-3	6.855792769E+0	411.744495686E-6	68.843798241E-6	9.999600000E+0
2.008818644E+3	-600.000000000E-9	-1.470481137E-3	-8.706348867E-3	246.432850645E-9	4.376058798E-6	2.450801895E+3	14.510581444E+3	410.721417741E-3	7.293431330E+0	406.976295408E-6	69.283280628E-6	10.000100000E+0
2.014277846E+3	-610.000000000E-9	-1.494927664E-3	-8.851286967E-3	257.448813348E-9	4.745731029E-6	2.450701089E+3	14.510306503E+3	422.047234997E-3	7.779886933E+0	409.056053796E-6	68.994970957E-6	10.000300000E+0
2.019734267E+3	-620.000000000E-9	-1.519302049E-3	-8.993502567E-3	206.834709692E-9	4.973600373E-6	2.450487176E+3	14.505649301E+3	333.604370471E-3	8.021936085E+0	410.266767213E-6	70.315774078E-6	10.000500000E+0
2.025191257E+3	-630.000000000E-9	-1.543649369E-3	-9.138480267E-3	248.157630568E-9	4.103455364E-6	2.450237094E+3	14.505524233E+3	393.901000902E-3	6.513421213E+0	410.722822882E-6	68.976125294E-6	10.000700000E+0
2.030668918E+3	-640.000000000E-9	-1.567951836E-3	-9.283633400E-3	161.264234906E-9	4.997746848E-6	2.449924743E+3	14.505677188E+3	251.975367041E-3	7.808979450E+0	411.480864768E-6	68.892760152E-6	10.000100000E+0
2.036181217E+3	-650.000000000E-9	-1.593035461E-3	-9.431435667E-3	247.442813731E-9	4.865703644E-6	2.450823787E+3	14.509901026E+3	380.681251894E-3	7.485697914E+0	398.666450093E-6	67.657961042E-6	10.000900000E+0
2.041634740E+3	-660.000000000E-9	-1.617263877E-3	-9.577806000E-3	309.948685430E-9	4.166062575E-6	2.450399814E+3	14.511827273E+3	469.619220348E-3	6.312216023E+0	412.738496813E-6	68.319855344E-6	10.000300000E+0
2.047079021E+3	-670.000000000E-9	-1.641667201E-3	-9.720348633E-3	289.287670826E-9	4.822089964E-6	2.450249554E+3	14.507983035E+3	431.772643024E-3	7.197149200E+0	409.780247010E-6	70.154449698E-6	9.999300000E+0
2.052550488E+3	-680.000000000E-9	-1.666090138E-3	-9.868214267E-3	310.493278470E-9	3.619203150E-6	2.450132556E+3	14.512079804E+3	456.607762456E-3	5.322357574E+0	409.451164698E-6	67.628966749E-6	10.000100000E+0
2.058012596E+3	-690.000000000E-9	-1.690266996E-3	-10.012429333E-3	266.825360522E-9	3.456342429E-6	2.449662313E+3	14.510767150E+3	386.703421047E-3	5.009191927E+0	413.618676174E-6	69.340882552E-6	10.000700000E+0
2.063488989E+3	-700.000000000E-9	-1.714996931E-3	-10.154538667E-3	210.324076900E-9	4.435104270E-6	2.449995615E+3	14.506483810E+3	300.462966999E-3	6.335863243E+0	404.368233673E-6	70.368354882E-6	10.000800000E+0
2.068948192E+3	-710.000000000E-9	-1.739556051E-3	-10.304358333E-3	152.150501597E-9	3.749571087E-6	2.450078946E+3	14.513180751E+3	214.296481122E-3	5.281086037E+0	407.180702262E-6	66.746911287E-6	9.999700000E+0
2.074437377E+3	-720.000000000E-9	-1.763938204E-3	-10.448783000E-3	302.919649873E-9	4.715458182E-6	2.449914172E+3	14.512198611E+3	420.721735935E-3	6.549247474E+0	410.136064417E-6	69.240249819E-6	10.000100000E+0
2.079952629E+3	-730.000000000E-9	-1.788713935E-3	-10.594658000E-3	244.476319321E-9	5.496135570E-6	2.450293061E+3	14.513230137E+3	334.899067562E-3	7.528952836E+0	403.620785195E-6	68.551842331E-6	9.999400000E+0
2.085434525E+3	-740.000000000E-9	-1.813269578E-3	-10.738770667E-3	271.686589286E-9	4.777182789E-6	2.450364294E+3	14.511852252E+3	367.144039576E-3	6.455652418E+0	407.238368794E-6	69.390153075E-6	10.000700000E+0
2.090909355E+3	-750.000000000E-9	-1.837793463E-3	-10.885034333E-3	335.474427577E-9	5.004683106E-6	2.450391284E+3	14.513379111E+3	447.299236769E-3	6.672910808E+0	407.765735323E-6	68.369679415E-6	10.000000000E+0
2.096420231E+3	-760.000000000E-9	-1.862168366E-3	-11.031126667E-3	316.521168793E-9	3.642420882E-6	2.450221534E+3	14.514640351E+3	416.475222097E-3	4.792659056E+0	410.258042873E-6	68.449861617E-6	9.999700000E+0
2.101904886E+3	-770.000000000E-9	-1.886546846E-3	-11.172790000E-3	258.724871319E-9	3.870393369E-6	2.450060839E+3	14.510116883E+3	336.006326389E-3	5.026484894E+0	410.197846625E-6	70.589896233E-6	10.000300000E+0
2.107384321E+3	-780.000000000E-9	-1.911031795E-3	-11.316140000E-3	248.136511799E-9	3.414043007E-6	2.450040762E+3	14.507871795E+3	318.123733076E-3	4.376978214E+0	408.414164963E-6	69.759330310E-6	10.000200000E+0
2.112888107E+3	-790.000000000E-9	-1.935139842E-3	-11.459366000E-3	246.006718795E-9	3.357798540E-6	2.449544104E+3	14.505526582E+3	311.400909867E-3	4.250377899E+0	414.799251957E-6	69.819725469E-6	10.000100000E+0
2.118370356E+3	-800.000000000E-9	-1.959609078E-3	-11.603076667E-3	310.392022201E-9	4.295013414E-6	2.449511347E+3	14.503845833E+3	387.990027751E-3	5.368766768E+0	408.676435023E-6	69.584257258E-6	10.000100000E+0
2.123908739E+3	-810.000000000E-9	-1.984347256E-3	-11.746875667E-3	216.981903846E-9	5.342702844E-6	2.449811428E+3	14.502315638E+3	267.878893636E-3	6.595929437E+0	404.233477927E-6	69.541512806E-6	9.999600000E+0
2.129362640E+3	-820.000000000E-9	-2.008667768E-3	-11.889560667E-3	268.891792915E-9	4.047265516E-6	2.449594839E+3	14.499464228E+3	327.916820628E-3	4.935689654E+0	411.175554199E-6	70.084451764E-6	9.999700000E+0
2.134815065E+3	-830.000000000E-9	-2.032845287E-3	-12.036274000E-3	267.760880565E-9	4.288656730E-6	2.449211189E+3	14.501534940E+3	322.603470560E-3	5.167056302E+0	413.607379473E-6	68.160130867E-6	9.999500000E+0
2.140270950E+3	-840.000000000E-9	-2.058003168E-3	-12.177175333E-3	285.551942801E-9	3.497028032E-6	2.450003771E+3	14.496637302E+3	339.942789048E-3	4.163128610E+0	397.489751522E-6	70.971649192E-6	10.000400000E+0
2.145766223E+3	-850.000000000E-9	-2.082362514E-3	-12.323619333E-3	346.960389874E-9	4.634797867E-6	2.449838251E+3	14.498375686E+3	408.188693969E-3	5.452703372E+0	410.520058167E-6	68.285487968E-6	10.000600000E+0
2.151223105E+3	-860.000000000E-9	-2.106716676E-3	-12.471057333E-3	268.656155023E-9	4.356583550E-6	2.449670553E+3	14.501229457E+3	312.390877934E-3	5.065794826E+0	410.607429774E-6	67.825119711E-6	10.000000000E+0
2.156682105E+3	-870.000000000E-9	-2.130954950E-3	-12.615110667E-3	222.579011302E-9	4.086690705E-6	2.449373505E+3	14.500127203E+3	255.837944026E-3	4.697345638E+0	412.570636734E-6	69.418733802E-6	9.999800000E+0
2.162159418E+3	-880.000000000E-9	-2.155196843E-3	-12.755763667E-3	333.356470382E-9	4.674175925E-6	2.449087322E+3	14.495185985E+3	378.814170889E-3	5.311563551E+0	412.509033948E-6	71.096954917E-6	10.000200000E+0
2.167634631E+3	-890.000000000E-9	-2.179594115E-3	-12.902043667E-3	323.521286138E-9	4.724415296E-6	2.448982152E+3	14.496678277E+3	363.507063077E-3	5.308331793E+0	409.881891713E-6	68.362045392E-6	9.999800000E+0
2.173101082E+3	-900.000000000E-9	-2.204452011E-3	-13.046081667E-3	338.949003101E-9	3.926661373E-6	2.449391123E+3	14.495646296E+3	376.610003445E-3	4.362957081E+0	402.286667146E-6	69.426123662E-6	10.000200000E+0
2.178551901E+3	-910.000000000E-9	-2.228640776E-3	-13.191255667E-3	266.662205739E-9	4.647204338E-6	2.449055798E+3	14.495885348E+3	293.035390922E-3	5.106817954E+0	413.415065308E-6	68.882857812E-6	10.000300000E+0
2.184042951E+3	-920.000000000E-9	-2.253828954E-3	-13.336849333E-3	304.114969930E-9	3.958859060E-6	2.449814081E+3	14.496575362E+3	330.559749924E-3	4.303107674E+0	397.011640447E-6	68.684306323E-6	10.000100000E+0
2.189525547E+3	-930.000000000E-9	-2.278086096E-3	-13.480023667E-3	279.762889241E-9	4.465225394E-6	2.449554942E+3	14.494649104E+3	300.820311012E-3	4.801317628E+0	412.249720103E-6	69.844920994E-6	10.000000000E+0
2.194985723E+3	-940.000000000E-9	-2.302145052E-3	-13.624888333E-3	566.071119731E-9	5.332415564E-6	2.449090480E+3	14.494562057E+3	602.203318863E-3	5.672782515E+0	415.645644686E-6	69.029945190E-6	9.999700000E+0
2.200453059E+3	-950.000000000E-9	-2.326994870E-3	-13.771582333E-3	301.552826281E-9	5.722327525E-6	2.449468284E+3	14.496402456E+3	317.424027664E-3	6.023502657E+0	402.417434204E-6	68.169113938E-6	9.999700000E+0
2.205913012E+3	-960.000000000E-9	-2.351137050E-3	-13.912359667E-3	388.607132249E-9	3.888327788E-6	2.449101094E+3	14.492041319E+3	404.799096092E-3	4.050341446E+0	414.212795279E-6	71.034162697E-6	10.000100000E+0
2.211415248E+3	-970.000000000E-9	-2.376020781E-3	-14.059641333E-3	314.340336476E-9	5.777918569E-6	2.449505960E+3	14.494475601E+3	324.062202553E-3	5.956617081E+0	401.868990870E-6	67.897113241E-6	10.000100000E+0
2.216879919E+3	-980.000000000E-9	-2.400435807E-3	-14.199369667E-3	273.592600905E-9	4.311147926E-6	2.449424293E+3	14.489152721E+3	279.176123373E-3	4.399130536E+0	409.583841382E-6	71.567446354E-6	9.999900000E+0
2.222340090E+3	-990.000000000E-9	-2.424344329E-3	-14.342672000E-3	322.949352055E-9	4.877583772E-6	2.448832656E+3	14.487547475E+3	326.211466722E-3	4.926852294E+0	418.260897122E-6	69.782534362E-6	10.000200000E+0
2.227791923E+3	-1.000000000E-6	-2.449143358E-3	-14.488137000E-3	247.284739425E-9	5.014455071E-6	2.449143358E+3	14.488137000E+3	247.284739425E-3	5.014455071E+0	403.241594661E-6	68.745058949E-6	10.000200000E+0
