[Main]
Experiment = ""
Header length = 65    
Date = "20181214 22:04:59"
Comments = "SD: 3I+ to 1I-; voltage1: 2I- to 2I+; voltage2h: 2I- to 3I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Magnetic Field]
Set initial magnetic field = FALSE
Set finish magnetic field = FALSE

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+0
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "07"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "08"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 2]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	dI/dV 3 (A/V)	Magnetic Field (T)	Temperature (K)
536.237714767E+0	-270.000000000E-9	-5.020714780E-3	162.556688393E-6	-41.326480667E-3	82.682516643E-6	27.076284663E-6	18.589699583E-6	18.595239927E+3	-602.061808864E+0	153.061039506E+3	306.231543122E+0	100.282535789E+0	68.850739195E+0	68.845302739E-6	1.301570782E-3	6.836547270E-6	-41.356602311E-6	2.999300000E+0
545.985041142E+0	-260.000000000E-9	-4.816629727E-3	137.963004227E-6	-39.836850000E-3	93.105580494E-6	60.739520551E-6	18.696459373E-6	18.525498951E+3	-530.626939333E+0	153.218653846E+3	358.098386515E+0	233.613540582E+0	71.909459129E+0	48.999178788E-6	-406.608458181E-6	6.713073397E-6	-41.356602311E-6	3.000000000E+0
555.752206802E+0	-250.000000000E-9	-4.623627538E-3	118.661816543E-6	-38.328295667E-3	77.462226380E-6	65.748952093E-6	16.791929852E-6	18.494510151E+3	-474.647266173E+0	153.313182667E+3	309.848905521E+0	262.995808372E+0	67.167719409E+0	51.812883664E-6	-518.102832016E-6	6.628862998E-6	-41.356602311E-6	3.000000000E+0
565.542228222E+0	-240.000000000E-9	-4.423365277E-3	111.977373417E-6	-36.830483333E-3	74.434385239E-6	62.591492651E-6	17.607385859E-6	18.430688653E+3	-466.572389236E+0	153.460347222E+3	310.143271829E+0	260.797886048E+0	73.364107745E+0	49.934520613E-6	-1.496010933E-3	6.676403831E-6	-41.356602311E-6	3.000600000E+0
575.312919617E+0	-230.000000000E-9	-4.263172517E-3	117.501049950E-6	-35.340814000E-3	68.536176073E-6	45.155371751E-6	15.935985866E-6	18.535532683E+3	-510.874130217E+0	153.655713043E+3	297.983374233E+0	196.327703267E+0	69.286895069E+0	62.424793860E-6	1.810388414E-3	6.712899149E-6	-41.356602311E-6	2.999800000E+0
585.000614643E+0	-220.000000000E-9	-4.071321427E-3	99.909794117E-6	-33.830184667E-3	84.554019994E-6	68.606416857E-6	17.223632268E-6	18.506006485E+3	-454.135427803E+0	153.773566667E+3	384.336454519E+0	311.847349350E+0	78.289237582E+0	52.123759019E-6	-568.464246939E-6	6.619757593E-6	-41.356602311E-6	2.999300000E+0
594.771170616E+0	-210.000000000E-9	-3.905261032E-3	112.035984337E-6	-32.314183000E-3	64.345500175E-6	53.056751793E-6	14.962521720E-6	18.596481103E+3	-533.504687317E+0	153.877061905E+3	306.407143689E+0	252.651199012E+0	71.250103426E+0	60.219054640E-6	824.661317246E-6	6.596298817E-6	-41.356602311E-6	2.999200000E+0
604.490803242E+0	-200.000000000E-9	-3.716290150E-3	89.747790213E-6	-30.789878333E-3	66.305054297E-6	63.438412577E-6	16.724959272E-6	18.581450752E+3	-448.738951067E+0	153.949391667E+3	331.525271484E+0	317.192062883E+0	83.624796359E+0	52.918205860E-6	-448.668023289E-6	6.560368290E-6	-41.356602311E-6	3.002000000E+0
614.288133144E+0	-190.000000000E-9	-3.520270069E-3	79.680886553E-6	-29.275058667E-3	46.039257923E-6	66.420411943E-6	14.572303142E-6	18.527737207E+3	-419.373087123E+0	154.079256140E+3	242.311883806E+0	349.581115492E+0	76.696332324E+0	51.015181450E-6	-993.354097520E-6	6.601445849E-6	-41.356602311E-6	2.999100000E+0
623.677117825E+0	-180.000000000E-9	-3.334736089E-3	77.864740263E-6	-27.746913667E-3	68.157152344E-6	63.635852447E-6	23.014549294E-6	18.526311606E+3	-432.581890352E+0	154.149520370E+3	378.650846355E+0	353.532513593E+0	127.858607188E+0	53.898482542E-6	-5.506164374E-3	6.543881634E-6	-41.356602311E-6	2.998800000E+0
633.430129051E+0	-170.000000000E-9	-3.176178019E-3	80.214574212E-6	-26.221186333E-3	80.162425737E-6	33.765620463E-6	14.114096520E-6	18.683400112E+3	-471.850436539E+0	154.242272549E+3	471.543680805E+0	198.621296844E+0	83.024097176E+0	63.068376148E-6	4.255619852E-3	6.554251065E-6	-41.356602311E-6	3.000900000E+0
643.125774384E+0	-160.000000000E-9	-3.018130942E-3	62.259008602E-6	-24.689224000E-3	81.907274053E-6	66.446816739E-6	19.525630124E-6	18.863318390E+3	-389.118803763E+0	154.307650000E+3	511.920462831E+0	415.292604616E+0	122.035188273E+0	63.272287036E-6	-556.930381220E-6	6.527575634E-6	-41.356602311E-6	3.000700000E+0
652.936086655E+0	-150.000000000E-9	-2.831425459E-3	82.784367754E-6	-23.148390333E-3	65.918063340E-6	32.393380679E-6	15.228181109E-6	18.876169727E+3	-551.895785027E+0	154.322602222E+3	439.453755602E+0	215.955871194E+0	101.521207393E+0	53.560290900E-6	487.202193441E-6	6.489993188E-6	-41.356602311E-6	2.999900000E+0
661.496387482E+0	-140.000000000E-9	-2.600804392E-3	81.887868922E-6	-21.616648000E-3	32.832547912E-6	30.777818067E-6	16.175054314E-6	18.577174226E+3	-584.913349443E+0	154.404628571E+3	234.518199373E+0	219.841557624E+0	115.536102245E+0	43.361173008E-6	-11.154504215E-3	6.528513172E-6	-41.356602311E-6	3.001000000E+0
667.933997154E+0	-130.000000000E-9	-2.434054521E-3	70.651015213E-6	-20.078329000E-3	14.894127717E-6	11.884763150E-6	14.303160815E-6	18.723496318E+3	-543.469347795E+0	154.448684615E+3	114.570213209E+0	91.421255004E+0	110.024313964E+0	59.970061626E-6	-889.928823429E-6	6.500602281E-6	-41.356602311E-6	3.000400000E+0
673.967305660E+0	-120.000000000E-9	-2.246738721E-3	67.335544273E-6	-18.542948333E-3	9.989295438E-6	10.325184243E-6	15.473293139E-6	18.722822675E+3	-561.129535611E+0	154.524569444E+3	83.244128652E+0	86.043202022E+0	128.944109494E+0	53.385779428E-6	-3.016162766E-3	6.513042802E-6	-41.356602311E-6	3.000300000E+0
679.870443344E+0	-110.000000000E-9	-2.059681950E-3	57.902903207E-6	-16.996321333E-3	8.547073225E-6	21.501905646E-6	16.555015228E-6	18.724381367E+3	-526.390029152E+0	154.512012121E+3	77.700665679E+0	195.471869507E+0	150.500138435E+0	53.459706186E-6	-1.060148471E-3	6.465683064E-6	-41.356602311E-6	2.999200000E+0
685.924191475E+0	-100.000000000E-9	-1.879981999E-3	59.733423043E-6	-15.474563000E-3	11.402872883E-6	9.486119966E-6	18.289155662E-6	18.799819987E+3	-597.334230433E+0	154.745630000E+3	114.028728832E+0	94.861199665E+0	182.891556620E+0	55.648317694E-6	5.462929054E-3	6.571345647E-6	-41.356602311E-6	2.998800000E+0
691.840397835E+0	-90.000000000E-9	-1.688122061E-3	60.067642043E-6	-13.927982667E-3	11.023081904E-6	11.877844324E-6	14.579069772E-6	18.756911789E+3	-667.418244926E+0	154.755362963E+3	122.478687819E+0	131.976048041E+0	161.989664128E+0	52.121355410E-6	29.920501228E-3	6.465878160E-6	-41.356602311E-6	2.999300000E+0
697.747134686E+0	-80.000000000E-9	-1.505826043E-3	52.450486277E-6	-12.384106333E-3	12.062088388E-6	13.517707999E-6	16.838657184E-6	18.822825533E+3	-655.631078458E+0	154.801329167E+3	150.776104848E+0	168.971349991E+0	210.483214795E+0	54.855833339E-6	-1.312825982E-3	6.477202729E-6	-41.356602311E-6	2.998800000E+0
703.681590557E+0	-70.000000000E-9	-1.320181198E-3	45.113174133E-6	-10.837519667E-3	9.574484866E-6	14.348401672E-6	15.154473218E-6	18.859731400E+3	-644.473916190E+0	154.821709524E+3	136.778355234E+0	204.977166742E+0	216.492474538E+0	53.866295172E-6	-1.362896903E-3	6.465851682E-6	-41.356602311E-6	3.000600000E+0
709.597000122E+0	-60.000000000E-9	-1.133754263E-3	35.427129030E-6	-9.286099933E-3	10.682694847E-6	14.732748490E-6	18.180435524E-6	18.895904378E+3	-590.452150500E+0	154.768332222E+3	178.044914110E+0	245.545808165E+0	303.007258740E+0	53.640317490E-6	-1.032413115E-3	6.445708911E-6	-41.356602311E-6	2.998500000E+0
715.532476902E+0	-50.000000000E-9	-949.198875433E-6	26.193272470E-6	-7.729848900E-3	8.118696786E-6	13.011560423E-6	16.479169201E-6	18.983977509E+3	-523.865449393E+0	154.596978000E+3	162.373935727E+0	260.231208454E+0	329.583384012E+0	54.184275788E-6	-1.082971122E-3	6.425698545E-6	-41.356602311E-6	2.999100000E+0
721.433017254E+0	-40.000000000E-9	-767.952840733E-6	15.590948470E-6	-6.180120233E-3	11.092442854E-6	11.813782969E-6	21.154316412E-6	19.198821018E+3	-389.773711742E+0	154.503005833E+3	277.311071341E+0	295.344574233E+0	528.857910309E+0	55.173620855E-6	-943.189436580E-6	6.452742480E-6	-41.356602311E-6	3.000300000E+0
727.386168957E+0	-30.000000000E-9	-580.886145300E-6	11.328077398E-6	-4.629962200E-3	9.458093453E-6	14.126100992E-6	17.154731125E-6	19.362871510E+3	-377.602579924E+0	154.332073333E+3	315.269781780E+0	470.870033080E+0	571.824370821E+0	53.456869898E-6	-2.345836839E-3	6.450955183E-6	-41.356602311E-6	3.000600000E+0
733.338748932E+0	-20.000000000E-9	-390.761633800E-6	2.531434372E-6	-3.082450500E-3	8.721317077E-6	11.421034664E-6	18.983267396E-6	19.538081690E+3	-126.571718595E+0	154.122525000E+3	436.065853830E+0	571.051733177E+0	949.163369786E+0	52.597110815E-6	-1.136797295E-3	6.461986685E-6	-41.356602311E-6	2.998600000E+0
739.309698582E+0	-10.000000000E-9	-206.537327333E-6	-164.085686367E-9	-1.561708633E-3	11.688648049E-6	13.050942584E-6	18.647736548E-6	20.653732733E+3	16.408568637E+0	156.170863333E+3	1.168864805E+3	1.305094258E+3	1.864773655E+3	54.281653663E-6	-3.709859242E-3	6.575737947E-6	-41.356602311E-6	2.999100000E+0
745.220171452E+0	486.382200181E-24	-16.389214851E-6	-632.156943890E-9	4.401891333E-3	8.098209482E-6	12.280969979E-6	1.112326773E-6	NaN	NaN	NaN	NaN	NaN	NaN	52.590582517E-6	-21.364268451E-3	1.676839502E-6	-41.356602311E-6	2.999400000E+0
765.324719429E+0	10.000000000E-9	167.891051567E-6	-14.061515211E-6	1.589788733E-3	9.203310928E-6	13.170943799E-6	18.949764398E-6	16.789105157E+3	-1.406151521E+3	158.978873333E+3	920.331092807E+0	1.317094380E+3	1.894976440E+3	54.265170083E-6	-744.637219518E-6	-3.556058019E-6	-41.356602311E-6	2.999900000E+0
771.337192059E+0	20.000000000E-9	354.878802067E-6	-15.510407274E-6	3.112165000E-3	10.866147307E-6	13.741715680E-6	18.609577560E-6	17.743940103E+3	-775.520363722E+0	155.608250000E+3	543.307365351E+0	687.085783977E+0	930.478878005E+0	53.479439018E-6	-6.901825369E-3	6.568678335E-6	-41.356602311E-6	2.999900000E+0
777.343859196E+0	30.000000000E-9	540.257420767E-6	-24.120849365E-6	4.657669100E-3	9.868416243E-6	13.697648752E-6	14.080032946E-6	18.008580692E+3	-804.028312178E+0	155.255636667E+3	328.947208084E+0	456.588291718E+0	469.334431519E+0	53.943653643E-6	-1.161380553E-3	6.470380764E-6	-41.356602311E-6	2.999100000E+0
783.274198532E+0	40.000000000E-9	721.269580600E-6	-37.212384570E-6	6.206299267E-3	9.907007399E-6	10.844608061E-6	19.738623022E-6	18.031739515E+3	-930.309614250E+0	155.157481667E+3	247.675184975E+0	271.115201518E+0	493.465575562E+0	55.244907354E-6	-763.852355256E-6	6.457319646E-6	-41.356602311E-6	3.000600000E+0
789.230601788E+0	50.000000000E-9	901.927964033E-6	-41.951862533E-6	7.746678400E-3	44.025855530E-6	13.588570744E-6	16.872126707E-6	18.038559281E+3	-839.037250667E+0	154.933568000E+3	880.517110603E+0	271.771414878E+0	337.442534146E+0	55.353091343E-6	-2.109937018E-3	6.491908248E-6	-41.356602311E-6	3.001000000E+0
795.276741028E+0	60.000000000E-9	1.088876772E-3	-47.584429470E-6	9.291512867E-3	25.030690580E-6	12.261059006E-6	15.574149968E-6	18.147946200E+3	-793.073824500E+0	154.858547778E+3	417.178176330E+0	204.350983433E+0	259.569166132E+0	53.490579099E-6	-1.775389465E-3	6.473185455E-6	-41.356602311E-6	3.001000000E+0
801.582660198E+0	70.000000000E-9	1.269865861E-3	-62.777840447E-6	10.832445667E-3	22.440728704E-6	22.429712627E-6	19.552239255E-6	18.140940867E+3	-896.826292095E+0	154.749223810E+3	320.581838632E+0	320.424466095E+0	279.317703643E+0	55.251949571E-6	-658.180050244E-6	6.489575665E-6	-41.356602311E-6	2.999100000E+0
807.874658585E+0	80.000000000E-9	1.458679835E-3	-65.582025783E-6	12.370722333E-3	17.623994609E-6	12.077549347E-6	20.507540696E-6	18.233497942E+3	-819.775322292E+0	154.634029167E+3	220.299932615E+0	150.969366836E+0	256.344258701E+0	52.962181521E-6	-3.566098100E-3	6.500781177E-6	-41.356602311E-6	2.999500000E+0
813.929555416E+0	90.000000000E-9	1.644164832E-3	-65.783414857E-6	13.908372333E-3	20.248765043E-6	14.548492544E-6	15.709233762E-6	18.268498133E+3	-730.926831741E+0	154.537470370E+3	224.986278252E+0	161.649917150E+0	174.547041805E+0	53.912716283E-6	-49.655126937E-3	6.503430560E-6	-41.356602311E-6	3.000500000E+0
819.982027531E+0	100.000000000E-9	1.823145007E-3	-74.569668537E-6	15.447906333E-3	25.634150716E-6	12.334791967E-6	16.179069809E-6	18.231450070E+3	-745.696685367E+0	154.479063333E+3	256.341507160E+0	123.347919668E+0	161.790698090E+0	55.872109858E-6	-1.138141507E-3	6.495472006E-6	-41.356602311E-6	3.000600000E+0
826.329881668E+0	110.000000000E-9	2.014918448E-3	-76.424963677E-6	16.948931000E-3	26.804550182E-6	15.654385307E-6	16.169565995E-6	18.317440433E+3	-694.772397061E+0	154.081190909E+3	243.677728928E+0	142.312593699E+0	146.996054505E+0	52.144864092E-6	-5.389978006E-3	6.662115701E-6	-41.356602311E-6	2.999600000E+0
832.553443432E+0	120.000000000E-9	2.199581281E-3	-80.486495027E-6	18.471860667E-3	28.926870760E-6	11.710561057E-6	16.942367610E-6	18.329844006E+3	-670.720791889E+0	153.932172222E+3	241.057256335E+0	97.588008805E+0	141.186396749E+0	54.152748756E-6	-2.462125523E-3	6.566291418E-6	-41.356602311E-6	2.999200000E+0
839.055106640E+0	130.000000000E-9	2.398424002E-3	-104.056235860E-6	19.998719333E-3	30.359163083E-6	29.356191097E-6	18.824365343E-6	18.449415397E+3	-800.432583538E+0	153.836302564E+3	233.532023712E+0	225.816854596E+0	144.802810332E+0	50.291003612E-6	-424.272802604E-6	6.549394661E-6	-41.356602311E-6	3.001300000E+0
845.563274384E+0	140.000000000E-9	2.562609381E-3	-97.602029790E-6	21.531639667E-3	87.050482965E-6	16.424384625E-6	15.837096887E-6	18.304352724E+3	-697.157355643E+0	153.797426190E+3	621.789164034E+0	117.317033033E+0	113.122120623E+0	60.906762955E-6	1.549377242E-3	6.523496220E-6	-41.356602311E-6	3.000300000E+0
852.450530052E+0	150.000000000E-9	2.763298218E-3	-130.545248413E-6	23.058570667E-3	85.027284152E-6	55.296242456E-6	16.074451550E-6	18.421988120E+3	-870.301656089E+0	153.723804444E+3	566.848561015E+0	368.641616374E+0	107.163010335E+0	49.828381917E-6	-303.552610154E-6	6.549084405E-6	-41.356602311E-6	3.000300000E+0
862.390581131E+0	160.000000000E-9	2.926157332E-3	-140.209028557E-6	24.592035667E-3	82.759660053E-6	64.720917000E-6	15.073024245E-6	18.288483325E+3	-876.306428479E+0	153.700222917E+3	517.247875329E+0	404.505731251E+0	94.206401530E+0	61.402765583E-6	-1.034791754E-3	6.521179160E-6	-41.356602311E-6	3.000300000E+0
872.206385612E+0	170.000000000E-9	3.115375273E-3	-147.934000367E-6	26.111373000E-3	109.033381537E-6	36.179990140E-6	15.457565082E-6	18.325736902E+3	-870.200002157E+0	153.596311765E+3	641.372832573E+0	212.823471415E+0	90.926853426E+0	52.849111081E-6	-1.294503106E-3	6.581816810E-6	-41.356602311E-6	3.000800000E+0
881.995120049E+0	180.000000000E-9	3.298545324E-3	-163.400034400E-6	27.626353333E-3	81.493371401E-6	65.169533834E-6	18.994507978E-6	18.325251798E+3	-907.777968889E+0	153.479740741E+3	452.740952227E+0	362.052965747E+0	105.525044323E+0	54.594077917E-6	-646.578171136E-6	6.600745752E-6	-41.356602311E-6	2.999300000E+0
891.805451393E+0	190.000000000E-9	3.433744181E-3	-154.787040433E-6	29.153201667E-3	80.723869484E-6	62.232317189E-6	15.561453722E-6	18.072337796E+3	-814.668633860E+0	153.437903509E+3	424.862470968E+0	327.538511520E+0	81.902388013E+0	73.965121988E-6	1.161036457E-3	6.549438986E-6	-41.356602311E-6	3.000100000E+0
901.510536194E+0	200.000000000E-9	3.625681952E-3	-162.957597267E-6	30.663407000E-3	91.988920208E-6	30.503365136E-6	19.440462984E-6	18.128409760E+3	-814.787986333E+0	153.317035000E+3	459.944601038E+0	152.516825678E+0	97.202314920E+0	52.100219593E-6	-1.223906792E-3	6.621616133E-6	-41.356602311E-6	3.000200000E+0
911.237578392E+0	210.000000000E-9	3.859899664E-3	-169.336566167E-6	32.185532000E-3	78.999098890E-6	38.134249978E-6	15.950682917E-6	18.380474592E+3	-806.364600794E+0	153.264438095E+3	376.186185188E+0	181.591666560E+0	75.955632938E+0	42.695319241E-6	-1.567651474E-3	6.569762667E-6	-41.356602311E-6	3.000200000E+0
920.985031605E+0	220.000000000E-9	4.019696804E-3	-180.194490300E-6	33.705591000E-3	47.823017670E-6	65.125090548E-6	18.974265576E-6	18.271349108E+3	-819.065865000E+0	153.207231818E+3	217.377353045E+0	296.023138853E+0	86.246661708E+0	62.579343045E-6	-920.986357724E-6	6.578692011E-6	-41.356602311E-6	2.999600000E+0
930.771941185E+0	230.000000000E-9	4.223125806E-3	-192.137562433E-6	35.214053000E-3	74.871032034E-6	38.036216543E-6	24.895417270E-6	18.361416549E+3	-835.380706232E+0	153.104578261E+3	325.526226236E+0	165.374854535E+0	108.240944651E+0	49.157199165E-6	-837.305501328E-6	6.629268752E-6	-41.356602311E-6	2.999600000E+0
940.128316879E+0	240.000000000E-9	4.380977078E-3	-188.220390247E-6	36.723456333E-3	78.815071858E-6	53.575100714E-6	21.688918589E-6	18.254071158E+3	-784.251626028E+0	153.014401389E+3	328.396132740E+0	223.229586307E+0	90.370494119E+0	63.350772499E-6	2.552861994E-3	6.625134435E-6	-41.356602311E-6	3.000600000E+0
949.824624062E+0	250.000000000E-9	4.563135808E-3	-185.729675300E-6	38.217620667E-3	92.778379794E-6	32.646741124E-6	18.565306155E-6	18.252543233E+3	-742.918701200E+0	152.870482667E+3	371.113519176E+0	130.586964496E+0	74.261224622E+0	54.897176664E-6	4.014911467E-3	6.692704261E-6	-41.356602311E-6	2.999900000E+0
959.557896137E+0	260.000000000E-9	4.749929302E-3	-209.738691333E-6	39.705629333E-3	45.387324982E-6	41.180054406E-6	22.181018902E-6	18.268958854E+3	-806.687274359E+0	152.713958974E+3	174.566634545E+0	158.384824640E+0	85.311611162E+0	53.535055230E-6	-416.510197091E-6	6.720390965E-6	-41.356602311E-6	3.000000000E+0
969.325937748E+0	270.000000000E-9	4.931688878E-3	-203.548978967E-6	41.205497000E-3	49.917420323E-6	33.699745788E-6	16.818962851E-6	18.265514363E+3	-753.885107284E+0	152.612951852E+3	184.879334531E+0	124.813873288E+0	62.292455003E+0	55.017733976E-6	1.615583957E-3	6.667254867E-6	-41.356602311E-6	3.000000000E+0
979.036783218E+0	280.000000000E-9	5.080681496E-3	-205.259053300E-6	42.685133667E-3	101.019217291E-6	25.130884620E-6	20.317140120E-6	18.145291058E+3	-733.068047500E+0	152.446905952E+3	360.782918896E+0	89.753159359E+0	72.561214713E+0	67.117419050E-6	-5.847699018E-3	6.758415917E-6	-41.356602311E-6	2.999200000E+0
988.757278442E+0	290.000000000E-9	5.269554495E-3	-216.337009167E-6	44.184552000E-3	54.043577628E-6	61.537661315E-6	26.752699432E-6	18.170877570E+3	-745.989686782E+0	152.360524138E+3	186.357164234E+0	212.198832120E+0	92.250687696E+0	52.945630413E-6	-902.693612464E-6	6.669252855E-6	-41.356602311E-6	3.001000000E+0
998.458392143E+0	300.000000000E-9	5.418971420E-3	-240.208683833E-6	45.643968333E-3	94.388199398E-6	63.222141611E-6	15.935110677E-6	18.063238067E+3	-800.695612778E+0	152.146561111E+3	314.627331327E+0	210.740472036E+0	53.117035591E+0	66.926822529E-6	-418.906513248E-6	6.852054326E-6	-41.356602311E-6	2.999900000E+0
1.008178369E+3	310.000000000E-9	5.625377564E-3	-246.017561167E-6	47.112924333E-3	89.593770459E-6	61.558235733E-6	14.078982301E-6	18.146379239E+3	-793.605036022E+0	151.977175269E+3	289.012162772E+0	198.574953978E+0	45.416071940E+0	48.448170225E-6	-1.721503042E-3	6.807555842E-6	-41.356602311E-6	3.000500000E+0
1.017903572E+3	320.000000000E-9	5.811483653E-3	-253.438392367E-6	48.588606000E-3	79.578994833E-6	61.264454542E-6	19.214370269E-6	18.160886415E+3	-791.994976146E+0	151.839393750E+3	248.684358854E+0	191.451420444E+0	60.044907090E+0	53.732793331E-6	-1.347557939E-3	6.776529265E-6	-41.356602311E-6	2.999900000E+0
1.027254719E+3	330.000000000E-9	5.990154212E-3	-255.227756400E-6	50.027397333E-3	67.762404469E-6	35.113715542E-6	21.611502833E-6	18.151982461E+3	-773.417443636E+0	151.598173737E+3	205.340619603E+0	106.405198612E+0	65.489402525E+0	55.968929841E-6	-5.588577737E-3	6.950278173E-6	-41.356602311E-6	2.999700000E+0
1.036626688E+3	340.000000000E-9	6.188209625E-3	-267.056304567E-6	51.479300667E-3	41.760271728E-6	62.643258289E-6	19.709969459E-6	18.200616545E+3	-785.459719314E+0	151.409707843E+3	122.824328613E+0	184.244877322E+0	57.970498410E+0	50.490919848E-6	-845.412290595E-6	6.887510877E-6	-41.356602311E-6	2.999700000E+0
1.046167634E+3	350.000000000E-9	6.354841128E-3	-279.008575833E-6	52.943334333E-3	76.437216085E-6	65.475688891E-6	22.063011281E-6	18.156688938E+3	-797.167359524E+0	151.266669524E+3	218.392045956E+0	187.073396831E+0	63.037175088E+0	60.012661591E-6	-836.661064403E-6	6.830444018E-6	-41.356602311E-6	2.999400000E+0
1.055860118E+3	360.000000000E-9	6.509375482E-3	-272.640604567E-6	54.369276333E-3	84.418909982E-6	37.374507980E-6	23.958511911E-6	18.081598562E+3	-757.335012685E+0	151.025767593E+3	234.496972171E+0	103.818077723E+0	66.551421975E+0	64.710530320E-6	1.570358844E-3	7.012907958E-6	-41.356602311E-6	3.000000000E+0
1.065188996E+3	370.000000000E-9	6.688050554E-3	-282.637131167E-6	55.803110667E-3	60.199183725E-6	65.117885491E-6	18.229082852E-6	18.075812309E+3	-763.884138288E+0	150.819218018E+3	162.700496554E+0	175.994285110E+0	49.267791491E+0	55.967516274E-6	-1.000347461E-3	6.974306423E-6	-41.356602311E-6	2.999000000E+0
1.074890844E+3	380.000000000E-9	6.838664610E-3	-282.967077233E-6	57.224255000E-3	85.053270380E-6	31.664087004E-6	23.629599607E-6	17.996485816E+3	-744.650203246E+0	150.590144737E+3	223.824395737E+0	83.326544748E+0	62.183156860E+0	66.394865710E-6	-30.307983668E-3	7.036582960E-6	-41.356602311E-6	3.000800000E+0
1.084637912E+3	390.000000000E-9	7.028073415E-3	-310.926036367E-6	58.640326333E-3	78.084273839E-6	76.128572097E-6	23.463713509E-6	18.020701063E+3	-797.246247094E+0	150.359811111E+3	200.216086766E+0	195.201466915E+0	60.163367971E+0	52.795856125E-6	-357.667106000E-6	7.061791143E-6	-41.356602311E-6	3.000800000E+0
1.094343483E+3	400.000000000E-9	7.195897006E-3	-304.899081700E-6	60.051681667E-3	84.500667118E-6	61.201706934E-6	18.071332619E-6	17.989742514E+3	-762.247704250E+0	150.129204167E+3	211.251667795E+0	153.004267335E+0	45.178331549E+0	59.586378413E-6	1.659212746E-3	7.085387899E-6	-41.356602311E-6	2.999300000E+0
1.104040864E+3	410.000000000E-9	7.383997403E-3	-318.047118767E-6	61.457797667E-3	67.523610354E-6	64.267050966E-6	22.207539677E-6	18.009749763E+3	-775.724679919E+0	149.897067480E+3	164.691732571E+0	156.748904796E+0	54.164730920E+0	53.163098853E-6	-760.569805918E-6	7.111788786E-6	-41.356602311E-6	3.000400000E+0
1.113799148E+3	420.000000000E-9	7.551188458E-3	-309.371428100E-6	62.860758667E-3	85.720080902E-6	30.183986395E-6	17.385966543E-6	17.979020139E+3	-736.598638333E+0	149.668473016E+3	204.095430719E+0	71.866634274E+0	41.395158436E+0	59.811812062E-6	1.152645983E-3	7.127781884E-6	-41.356602311E-6	3.000400000E+0
1.123425138E+3	430.000000000E-9	7.713867465E-3	-318.049201467E-6	64.253241667E-3	89.742807036E-6	28.948263615E-6	15.713707630E-6	17.939226662E+3	-739.649305736E+0	149.426143411E+3	208.704202409E+0	67.321543291E+0	36.543506116E+0	61.470746751E-6	-1.152369344E-3	7.181416218E-6	-41.356602311E-6	3.000600000E+0
